"concept","type","valeur"
"haiti-reference.com","page web","Pati bonè pa di konn chimen pou sa."
"haiti-reference.com","page web","Jou fèy tonbe nan dlo se pa jou-a li pouri"
"haiti-reference.com","page web","Lajan fè nèg monte maswife"
"haiti-reference.com","page web","Chanje mèt, chanje metye."
"haiti-reference.com","page web","Gen twou nan manch."
"haiti-reference.com","page web","Chimen bezwen pa janm long."
"haiti-reference.com","page web","Bourik toujou rete bourik."
"haiti-reference.com","page web","Kabwit gade je met kay anvan-l antre."
"haiti-reference.com","page web","Lè-w genyen zanmi konnen-w."
"haiti-reference.com","page web","Makak sou, men li pap domi douvan kay chen."
"haiti-reference.com","page web","Bèf di li pral sal savann, se ke-l li sal."
"haiti-reference.com","page web","Byen san swe pa profite."
"haiti-reference.com","page web","Kabrit pa mare nan pikèt bèf."
"haiti-reference.com","page web","Chat ki chode pè menm dlo frèt."
"haiti-reference.com","page web","Sa-a se dènye kou ki touye koukou."
"haiti-reference.com","page web","Malè pa gen klaksòn."
"haiti-reference.com","page web","Tete pa janm twò lou pou mèt li."
"haiti-reference.com","page web","Piti piti fè lonè prezidan."
"haiti-reference.com","page web","Lajan kase ròch."
"haiti-reference.com","page web","Chay ou pa ka pote, ou mete-l ate byen Dousman."
"haiti-reference.com","page web","Tout moun gen yon gren zannon kay zofèv"
"haiti-reference.com","page web","Depi na ginen, nèg rayi nèg."
"haiti-reference.com","page web","Malere pa fè brodè."
"haiti-reference.com","page web","Bourik travay, chwal garyonen."
"haiti-reference.com","page web","Kapon antere manman-n."
"haiti-reference.com","page web","Moun ki manje piti tig pa dòmi di."
"haiti-reference.com","page web","Se lè-w pile chen, ou konn si li konn mòde."
"haiti-reference.com","page web","Koukou wè lwen, men li pa wè deyè tèt li."
"haiti-reference.com","page web","Abitan pa mize lavil."
"haiti-reference.com","page web","Rayi chen, di dan-l blanch."
"haiti-reference.com","page web","Dyondyon leve kote-l vle, menm anba jouk poul."
"haiti-reference.com","page web","Chodyè ou pa monte, ou pa desann li."
"haiti-reference.com","page web","Chat konnen, rat konnen, barik mayi-a rete la."
"haiti-reference.com","page web","Anvan chen manje zo, li mezire machwè-l."
"haiti-reference.com","page web","Mache tankou yon kòk kazwèl ki pran move kout zepon."
"haiti-reference.com","page web","Konstitisyon se papye, bayonèt se fè."
"haiti-reference.com","page web","Ou pa nago, ou pa kita."
"haiti-reference.com","page web","Lanjan nan poch pa fè pitit."
"haiti-reference.com","page web","Gen bab pa vle di granmoum pou sa."
"haiti-reference.com","page web","Kabwit de mèt mouri nan solèy."
"haiti-reference.com","page web","Mizè fèbourik kouri pase chwal."
"haiti-reference.com","page web","De kou nan bouda bourik la, de kou nan sakpay la."
"haiti-reference.com","page web","Granmoun pa rete ak granmoun."
"haiti-reference.com","page web","Dlo ou pa pè se li ki pote ou ale."
"haiti-reference.com","page web","Chat mande swe, lage chen deye-l."
"haiti-reference.com","page web","Bat chen-an tan mèt li."
"haiti-reference.com","page web","Malfini manke poul, li pran pay."
"haiti-reference.com","page web","Lè poul mare, ravèt fèl eskplikasyon."
"haiti-reference.com","page web","Lajan pa fè boul nan pòch malere."
"haiti-reference.com","page web","Bouch manje tout manje, li pa pale tout pawòl."
"haiti-reference.com","page web","Lanmò bourik ranje chen."
"haiti-reference.com","page web","Labouyi cho, ou manje-l sou kote."
"haiti-reference.com","page web","Se grès kochon-an ki kwit kochon-an."
"haiti-reference.com","page web","Pa konen pa al lajistis."
"haiti-reference.com","page web","Se lè koulèv la mouri, ou wè longè-l."
"haiti-reference.com","page web","Matla te di plis pase sa, epi li kite payas monte-l."
"haiti-reference.com","page web","Byen konte, mal kalkile."
"haiti-reference.com","page web","Sa-w fè, se li ou wè."
"haiti-reference.com","page web","Mwen pa janm ret ak moun."
"haiti-reference.com","page web","Evite miyò pase mande padon."
"haiti-reference.com","page web","Milat pov se nèg, nèg rich se milat."
"haiti-reference.com","page web","Bat men ankouraje chen."
"haiti-reference.com","page web","Sa-a se trokèt la, chay la dèyè."
"haiti-reference.com","page web","Se sen kòb ki fè goud."
"haiti-reference.com","page web","Kaka poul pa ze."
"haiti-reference.com","page web","Tout koukouy klere pou je-l."
"haiti-reference.com","page web","Le-w nan mitan bourik, ou pote ba."
"haiti-reference.com","page web","Lagè avèti pa touye kokobe."
"haiti-reference.com","page web","Zanmi pre se zanmi kòd anba bra."
"haiti-reference.com","page web","Pawòl anpil, machwè gonfle."
"haiti-reference.com","page web","Se mwen se yo."
"haiti-reference.com","page web","Mete chat veye bè."
"haiti-reference.com","page web","Jwèt se jwèt, kròchèt pa landann."
"haiti-reference.com","page web","Kreyon Bondye pa gen gòm."
"haiti-reference.com","page web","Evite pa kapon."
"haiti-reference.com","page web","Lè chat pa la, rat bay kalinda."
"haiti-reference.com","page web","Wap kouri pou lapli, ou tonbe nan larivyè."
"haiti-reference.com","page web","Dwèt ou pou-ou, ou pa ka koupe-l jete."
"haiti-reference.com","page web","Ti pil ti pil fè chaj."
"haiti-reference.com","page web","Lajan pa gen lode."
"haiti-reference.com","page web","Kalbas gran bouch pa kenbe dlo."
"haiti-reference.com","page web","Zafè kabrit pa zafè mouton."
"haiti-reference.com","page web","Kase fèy kouvwi sa."
"haiti-reference.com","page web","Mizè fè bourik kouri pase chwal."
"haiti-reference.com","page web","Le ti kwibich bezwen grandi, se nan twou ròch li rete."
"haiti-reference.com","page web","Ou Ou wè mare chwal, mare bourik pi rèd."
"haiti-reference.com","page web","Si kalmason te viann, se pa nan mitan chemen ou ta jwen li."
"haiti-reference.com","page web","Le-w pa gen manman ou tete grenn."
"haiti-reference.com","page web","Sa Bondye sere pou-w lavalas paka pote ale."
"haiti-reference.com","page web","La sante se pi gro richès."
"haiti-reference.com","page web","Chen grangou pa jwe."
"haiti-reference.com","page web","Bèf pa janm di savann mèsi."
"haiti-reference.com","page web","Twò prese pa fè jou louvri"
"haiti-reference.com","page web","Mezi lajan-w, mezi wanga-w."
"haiti-reference.com","page web","Kalbas pa donnen joumon."
"haiti-reference.com","page web","Mouch pa antre nan bouch ki fèmen."
"haiti-reference.com","page web","Ou fòse bourik janbe dlo, ou pa fòse-l bwè dlo."
"haiti-reference.com","page web","Lè-w gen sèl nan solèy, ou veye lapli."
"haiti-reference.com","page web","Ti pil ti pil fè chay"
"haiti-reference.com","page web","Tig gen vye men, zong li pa janm vye."
"haiti-reference.com","page web","Nou alfabèt, nou pa bèt."
"haiti-reference.com","page web","Se nan chemen jennen ou kinbe chwal malen."
"haiti-reference.com","page web","Dan pouri gen fòs sou bannann mi."
"haiti-reference.com","page web","Chen ki bwè ze pa kite metye."
"haiti-reference.com","page web","Chen ou fè byen se ou li mòde lè li anraje."
"haiti-reference.com","page web","Grangou se mizè, vant plen se traka."
"haiti-reference.com","page web","Si pa gen sitirè pa ka gen vòlè."
"haiti-reference.com","page web","Ou wè mare chwal, mare bourik pi rèd."
"haiti-reference.com","page web","Lè-w manje pitit tig, ou pa domi di."
"haiti-reference.com","page web","Zwazo ki chante pa gra."
"haiti-reference.com","page web","Si chen rakonte-w sa li we, ou pap janm mache nannwit."
"haiti-reference.com","page web","Se lave men, siye até."
"haiti-reference.com","page web","Tout bèt jennen mode."
"haiti-reference.com","page web","Anba moumou se dèy."
"haiti-reference.com","page web","Chen ki gen zo pa gen zanmi"
"haiti-reference.com","page web","Gran mesi chen se kout baton."
"haiti-reference.com","page web","Sak vid pa kanpe."
"haiti-reference.com","page web","Sa-w tap chache anlè, ou jwenn li atè."
"haiti-reference.com","page web","Bel lantèman pa vle di paradi."
"haiti-reference.com","page web","Lè wap manje ak diab, ou kenbe fouchèt ou long."
"haiti-reference.com","page web","Bonjou-l pa la verite"
"haiti-reference.com","page web","Se sòt ki bay, embesil ki pa pran."
"haiti-reference.com","page web","Gran nèg se leta."
"haiti-reference.com","page web","Anmèdan gen remèd."
"haiti-reference.com","page web","Chen ki jape pa mòde."
"haiti-reference.com","page web","Jete vye chodyè pou chodyè nèf."
"haiti-reference.com","page web","Yon avantaj bab ak moustach."
"haiti-reference.com","page web","An afè pa dòmi di."
"haiti-reference.com","page web","Li pa janm tròta pou chen anraje."
"haiti-reference.com","page web","Bèf ki gen ke long, pa janbe dife."
"haiti-reference.com","page web","Tròp lespri, sòt pa lwen."
"haiti-reference.com","page web","Kout manchèt nan dlo pa kite mak."
"haiti-reference.com","page web","Chen ki konnen-w, se li ki souke ke-l pou ou."
"haiti-reference.com","page web","Nan bay kout men, ou jwen kout pye"
"haiti-reference.com","page web","Rele chen papa pou zo."
"haiti-reference.com","page web","Byen jwennm byen kontre."
"haiti-reference.com","page web","Dekouvri Sen Pyè pou kouvri Sen Pòl."
"haiti-reference.com","page web","Malfini manke-w, li pa bliye."
"haiti-reference.com","page web","Twou manti pa fon."
"haiti-reference.com","page web","Wap sèvi pè, ou kite pitit ou mouri chwal."
"haiti-reference.com","page web","Avantaj kok, Se na zepon-l li ye."
"haiti-reference.com","page web","Chay la sot sou tèt, li tonbe sou zépòl."
"haiti-reference.com","page web","Ou kouche sou po bèf la, wap pale-l mal."
"haiti-reference.com","page web","Bat dlo pou fè bè."
"haiti-reference.com","page web","Li pa janm trò ta pou chen anraje."
"haiti-reference.com","page web","Mennen koulèv la lekol se youn, fè-l chita se de."
"haiti-reference.com","page web","Promès se dèt."
"haiti-reference.com","page web","Fè lefou po-w pa peye dwa."
"haiti-reference.com","page web","Depi-l rat, se premye fwa li pran nan pèlen."
"haiti-reference.com","page web","Danmijann poko plen, boutèy paka jwenn."
"haiti-reference.com","page web","Eksperians kòk la se nan zepon-l li ye."
"haiti-reference.com","page web","Sa ki nan kè yanm, se kouto ki konnen-l."
"haiti-reference.com","page web","Chen pa janm mòde piti li jis nan zo."
"haiti-reference.com","page web","Ou monte makak voye ròch, premye moun li kase tet se ou"
"haiti-reference.com","page web","Responsablite se chay."
"haiti-reference.com","page web","Mache sou pinga-w pou-wpa pile se-w te konnen."
"haiti-reference.com","page web","Bondye pouse mouch pou bèf san ke."
"haiti-reference.com","page web","Fè san soti nan ròch."
"haiti-reference.com","page web","De mèg pa fri."
"haiti-reference.com","page web","Kote yap plimen kodèn, poul pa ri."
"haiti-reference.com","page web","Se soulye ki konnen si chosèt gen twou."
"haiti-reference.com","page web","Bondye konn bay li pa konn separe."
"haiti-reference.com","page web","Vide dlo nan panyen pèse."
"haiti-reference.com","page web","Pa fouye zo nan Kalalou."
"haiti-reference.com","page web","Wè pa wè antèman pou katrè."
"haiti-reference.com","page web","Dlo lacho blanch, men li lèt pou sa."
"haiti-reference.com","page web","Kouto pa janm grate manch li."
"haiti-reference.com","page web","Lè bab kanmarad ou pran dife, met pa-w ala tranp."
"haiti-reference.com","page web","Teke mab la jis li kase."
"haiti-reference.com","page web","Kreyòl pale, kreyòl konprann."
"haiti-reference.com","page web","Pa van chat nan makout."
"haiti-reference.com","page web","Wi pa monte mòn."
"haiti-reference.com","page web","Foumi pa mouri anba barik siro."
"haiti-reference.com","page web","Kochon manje santiman-l nan po bannan-n."
"haiti-reference.com","page web","Se sou chen mèg, yo wè pis"
"haiti-reference.com","page web","Ti bout kouto miyò pase zong."
"haiti-reference.com","page web","Gen kapab ak kapab; gen kapab pase kapab."
"haiti-reference.com","page web","Lè kè ti poul kontan, malfini ki dèyè-l."
"haiti-reference.com","page web","Bay piti pa chich."
"haiti-reference.com","page web","Le-w bezwen kongo, ou rele-l yaya."
"haiti-reference.com","page web","Pito dlo-a tonbe, klabas la pa kraze."
"haiti-reference.com","page web","Tankou ti Jezi nan po krab."
"haiti-reference.com","page web","Gen toro pase toro."
"haiti-reference.com","page web","Antre nan batay san baton."
"haiti-reference.com","page web","Li pa janm trò ta pou chen anraje"
"haiti-reference.com","page web","Li gen kè nan men."
"haiti-reference.com","page web","Se piti ki mennen gwo."
"haiti-reference.com","page web","Santi bon koute chè."
"haiti-reference.com","page web","Zèb ou pa vle leve nan jaden, leve devan pòt kay ou."
"haiti-reference.com","page web","Anbisyon touye rat."
"haiti-reference.com","page web","Kafou toujou pi gran pase gran chimen."
"haiti-reference.com","page web","Ayiti se tè glise."
"haiti-reference.com","page web","Le-w malere, tout bagay sanble-w."
"haiti-reference.com","page web","Depi nan&nbsp; ginen, nèg rayi nèg."
"haiti-reference.com","page web","Bondye pa bòpè."
"haiti-reference.com","page web","Pito sa pase sa."
"haiti-reference.com","page web","Pran bal ou ofon."
"haiti-reference.com","page web","Lang malveyan file pase kouto de bò"
"haiti-reference.com","page web","Achte peye, prete remèt, se sa ki fè zanmi dire."
"haiti-reference.com","page web","Li gen trop machin deyè nòs li."
"haiti-reference.com","page web","Pòv pa mande degi."
"haiti-reference.com","page web","Bondye bon."
"haiti-reference.com","page web","Ou pran ka piskèt, li mande kokoye."
"haiti-reference.com","page web","Kalbas gran bouch pa ken dlo."
"haiti-reference.com","page web","Fe wè pa dire."
"haiti-reference.com","page web","Lang pa lanmè, men li ka noye-w"
"haiti-reference.com","page web","Anba levit fè nwa."
"haiti-reference.com","page web","Bèl dan pa di zanmi pou sa."
"haiti-reference.com","page web","Bèf pou wa, savann pou wa, ya demel yo."
"haiti-reference.com","page web","Pitit malere malelve, pitit granèg malapri."
"haiti-reference.com","page web","La fimen pa leve san dife."
"haiti-reference.com","page web","Byen mal pa lanmò."
"haiti-reference.com","page web","Kay koule tronpe solèy men li pa ka tronpe lapli."
"haiti-reference.com","page web","Pye kout pran devan."
"haiti-reference.com","page web","Gade pa boule je."
"haiti-reference.com","page web","Se sou chen mèg, yo wè pis."
"haiti-reference.com","page web","Ravèt pa janm gen rezon devan poul"
"haiti-reference.com","page web","Li pa janm twò ta pou chen anraje."
"haiti-reference.com","page web","Pa gen pèn san sekou."
"haiti-reference.com","page web","Moun ki di men koulèv la, se li ki touye-l."
"haiti-reference.com","page web","Sak nan men-w, se li pa-w."
"haiti-reference.com","page web","Espwa fè viv."
"haiti-reference.com","page web","Krapo fè kolè li mouri san dèyè."
"haiti-reference.com","page web","Pale fransè pa di lespri."
"haiti-reference.com","page web","Rete trankil, se remèd kò."
"haiti-reference.com","page web","Larouze fè banda tout tan solèy poko leve."
"haiti-reference.com","page web","Lajan fè nèg monte maswife."
"haiti-reference.com","page web","Dèyè mòn gen mòn."
"haiti-reference.com","page web","Gade pa pwazon Pèlen tèt"
"haiti-reference.com","page web","Chak jou pa dimanch."
"haiti-reference.com","page web","Se pa lè yon moun ap neye, pou-w montre-l naje"
"haiti-reference.com","page web","Fè wont sèvi kolè."
"haiti-reference.com","page web","Merite pa mande<i>."
"haiti-reference.com","page web","Men anpil, chay pa lou."
"haiti-reference.com","page web","Men anpil chay pa lou."
"haiti-reference.com","page web","Le ou wè vye zo nan chimen, konnen li te gen chè sou li yon jou"
"haiti-reference.com","page web","Tout bèt nan lanmè manjé moun, men se reken ki pote pi move non."
"haiti-reference.com","page web","Tout chay gen trokèt li."
"haiti-reference.com","page web","Maladi pran bouyon."
"haiti-reference.com","page web","Tande pa di konprann pou sa."
"haiti-reference.com","page web","Veye zo-w, veye lòt la."
"haiti-reference.com","page web","Jou fèy tonbe nan dlo se pa jou-a li pouri."
"haiti-reference.com","page web","Li pa pitimi san gadò."
"haiti-reference.com","page web","Lè ké ti poul kontant, malfini ki déyè-l."
"haiti-reference.com","page web","Ti mapou pa grandi anba gro mapou."
"haiti-reference.com","page web","Nan pwen lapriyè ki pa gen amèn."
"haiti-reference.com","page web","Bondye padonen, nèg pa padonen."
"haiti-reference.com","page web","Pye bèf pour pye bèf, map prann kay pratik."
"haiti-reference.com","page web","Misye gen deyè."
"haiti-reference.com","page web","Moun ki swe pou-w se sou li ou chanje chemiz."
"haiti-reference.com","page web","Ravèt pa janm gen rezon devan poul."
"haiti-reference.com","page web","Ti dife boule."
"haiti-reference.com","page web","Sa nèg fè nèg Bondye ri."
"haiti-reference.com","page web","Se lè koulèv la mouri ou wè longé-l."
"haiti-reference.com","page web","Lè-w mouri, ou pa pè santi."
"haiti-reference.com","page web","Pipi gaye pa fè kim."
"haiti-reference.com","page web","Koulèv ki konn laje goj li vale krapo."
"haiti-reference.com","page web","Li pa manje manje bliye."
"haiti-reference.com","page web","Zafè nèg pa janm piti, se janm kanso-l ki piti."
"haiti-reference.com","page web","Bay kou bliye, pote mak sonje."
"haiti-reference.com","page web","Se soulye ki konnen si chosèt gen twou.<a name=""-n-"">"
"haiti-reference.com","page web","Tout moun gen yon bwa deyè bannann yo."
"haiti-reference.com","page web","Si-w renmen po-a, fò-k ou renmen grenn nan tou."
"haiti-reference.com","page web","Atansyon pa kapon."
"haiti-reference.com","page web","Diab pa pè diab."
"haiti-reference.com","page web","Chita pa bay."
"haiti-reference.com","page web","Chemen lajan pa gen pikan."
"haiti-reference.com","page web","Padon pa geri maleng."
"haiti-reference.com","page web","De mèg pa fri"
"haiti-reference.com","page web","Bat fè-a pandan li cho."
"haiti-reference.com","page web","Ròch nan dlo pa konn doulè ròch nan solèy."
"haiti-reference.com","page web","Lajan nan poch pa fè pitit."
"haiti-reference.com","page web","Chen bwè ze pa kite metye."
"haiti-reference.com","page web","Lap kale wès"
