"doc_id";"titre";"ME";"MEEnf";"ICE";"ICEEnf";"nbDoc";"nbTag";"nbUti";"nbDocEnf";"nbTagEnf";"nbUtiEnf"
"121484";"Soutien à la recherche au sein des PME";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"121518";"Plus de protection pour le Cap de Creus";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"121524";"Les experts en catastrophes demandent aux gouvernements un changement de mentalité";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"121528";"La loi espagnole sur la recherche ouvre la voie aux embryons hybrides";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"121532";"L'Espagne participera au lancement du satellite SMOS en 2008";"1";"1";"0.500000";"1.000000";"1";"1";"1";"1";"1";"1"
"121540";"De nombreuses ONG vont demander que la Réserve de la biosphère de la Mancha Humeda ne soit plus protégée par les mesures spécifiques aux zones humides";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"121550";"Un YouTube scientifique";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"121567";"Les essais cliniques à Singapour : fonctionnement, modalités et perspectives";"1";"1";"0.500000";"1.000000";"1";"1";"1";"1";"1";"1"
"121574";"Imagerie médicale : A*STAR et NUS créent un nouveau centre de recherche avec Siemens";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"121596";"Le nouveau \"tsunamomètre\" made in Italie";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"121616";"Un réseau de plots nanométriques aux propriétés uniques";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"121624";"La Picardie au rang de pôle européen de la chimie verte";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"121634";"Calcul distribué : un Institut des Grilles créé par le CNRS";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"121638";"Une période favorable au développement des programmes établis en commun par les universités américaines et les universités étrangères";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"121642";"Révision des priorités de l'investissement fédéral en R&D informatique";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"121644";"Quand un ver informatique se transforme en supercalculateur";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"121646";"Mauvais bulletin de notes pour l'EPA et les industries chimiques";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"121693";"Un nouveau président pour le NKTH";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"121704";"Forum Mondial des Sciences à Budapest - 8 au 10 novembre 2007";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"121712";"11ème Conférence Européenne sur la recherche et les techniques avancées autour des Bibliothèques Numériques (ECDL)";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"121718";"Scénario de température mondiale estivale : 2050 (information)";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"121724";"Le Canada à l'avant-garde de la recherche sur le canola (information)";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"121726";"Enrayer l'encre des chênes rouges pour sauver ce peuplement (information)";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"121728";"Des solvants \"échangeables\" rendent l'industrie chimique plus respectueuse de l'environnement (information)";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"121730";"Des scientifiques en Nouvelle Ecosse font une découverte importante en génétique (information)";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"121732";"Des molécules s'alignent pour former le fils le plus minuscule (information)";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"121734";"De la forêt à la pharmacie (information)";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"121738";"50 ans de recherche nucléaire (information)";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"121792";"Vers une nouvelles classe de médicaments pour traiter le diabète";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"121796";"Troubles éthiques à l'Institut National des Sciences de l'Environnement et de la Santé (NIEHS)";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"121801";"Les restrictions américaines à l'immigration risquent d'inverser le phénomène de la fuite des cerveaux";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"121844";"Reconnaissance d'objets et flux directionnels d'informations entre aires cérébrales";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"121852";"Un astronome de l'Université Catholique du Chili lauréat du Prix Gruber - Cosmologie 2007";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"121854";"Programme régional STIC-AmSud : résultats du Deuxième Appel à Projets";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"121861";"Le Chili attiré par le modèle européen d'enseignement supérieur ?";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"121865";"Collège doctoral franco-chilien";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"121867";"Collaboration France - Chili dans le désert d'Atacama";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"121871";"Accords académiques entre universités chiliennes et brésiliennes";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"121873";"A venir : une série de documentaires sur le continent antarctique";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"121875";"Une étude sur le potentiel britannique en énergie d'origine marémotrice";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"121879";"Un bâtiment de démonstration pour les technologies à hydrogène : le projet Hydrogen Office";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"121893";"La recherche d'images sur Internet, enfin des résultats pertinents";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"121895";"L'Université de Bristol va travailler sur des capteurs autonomes";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"121903";"Un nouveau test clinique pour le dosage de l'héparine sanguine";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"121913";"Le dîner idéal grâce à l'assistant cuisinier digital";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"121918";"Deux nouveaux équipements pour la recherche polaire";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"121928";"Un bioréacteur sans odeurs";"1";"1";"0.500000";"1.000000";"1";"1";"1";"1";"1";"1"
"121942";"L'hormone G-CSF pour traiter la maladie d'Alzheimer";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"121960";"L'UFPE recevra des fonds de l'armée américaine";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"121967";"Un appartement technologique modèle pour les handicapés construit à Ljubljana";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"121975";"Le commissaire européen à la recherche M. Potocnik dresse les prochaines perspectives pour l'Europe et la Slovénie";"1";"1";"0.500000";"1.000000";"1";"1";"1";"1";"1";"1"
"121993";"Une équipe de chercheurs portugais remporte le premier prix international de la Conférence Européenne des explosifs";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"121997";"Une ONG portugaise reçoit le Prix de la Fondation Glaxo Smith Kline pour son projet d'aide à la vie contre le SIDA";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122001";"Un logiciel de protection des téléphones portables";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122007";"Le lip inaugure l'installation du noeud informatique baptisé \"GRID\"";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122015";"Des chercheurs de l'Université de Coimbra intègrent la mission GAIA";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122027";"Progression des TIC aux Pays-Bas";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122080";"Quand politiques et industriels débattent sur le nucléaire : consensus sur la sûreté, conflit sur la durée";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122113";"Plus de diplômés mais moins de professeurs";"1";"1";"0.500000";"1.000000";"1";"1";"1";"1";"1";"1"
"122117";"Nouveau centre de recherche en sciences de la matière et énergie";"1";"1";"0.500000";"1.000000";"1";"1";"1";"1";"1";"1"
"122119";"L'année de la science 2008 sera l'année des mathématiques";"1";"1";"0.500000";"1.000000";"1";"1";"1";"1";"1";"1"
"122125";"24 heures chrono pour établir une connexion fonctionnelle";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122129";"La chimie comme moteur d'innovation";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122135";"Horst Stoecker, Vice-président de l'Université de Francfort, devient le nouveau Directeur du Centre de recherche GSI de Darmstadt";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122141";"Des bactéries aux mini-génomes pour des utilisations biotechnologiques optimisées";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122145";"Brocoli : la fine fleur des choux au rayon des aliments fonctionnels";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122147";"Un point sur les actions CYTED-IBEROEKA";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122149";"Les minéraux argileux et exploitation des gisements de cuivre";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122151";"La production métallurgique en Argentine s'effondre";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122155";"L'Amérique Latine a besoin des technologies de la communication pour se développer";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122159";"Découverte d'un important cimetière de baleines au Chili";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122165";"Chili : une plate-forme pour les entreprises technologiques américaines ?";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122173";"Chili : le gouvernement crée le Conseil des Ministres pour l'Innovation";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122179";"Un vulgaire nectar de fleurs comme \"power-drink\"";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122181";"Un capteur radar pour traquer la glace de mer";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122185";"Les méduses à deux têtes : de la mythologie à la boîte de Petri";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122198";"Alliance de recherche en Rhénanie du Nord Westphalie";"1";"1";"0.500000";"1.000000";"1";"1";"1";"1";"1";"1"
"122200";"Le super calculateur japonais Earth Simulator au service du GIEC";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122211";"Le dossier médical électronique n'améliore pas la qualité des soins ambulatoires";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122215";"La reproductibilité des biodétecteurs à nanopore améliorée";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122219";"Failles confirmées dans des machines de vote électronique";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"122221";"Fabrication d'un film flexible et résistant à partir de graphène oxydé ";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122223";"Des robots qui marchent sur l'eau";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"122237";"Organisation d'un forum conjoint des TIC entre les deux Corées en octobre 2007";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"122239";"Le vice-premier ministre coréen annonce la création prochaine d'un institut national de recherche sur le cerveau";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"122243";"La Corée est au 7ème rang mondial en termes de compétitivité scientifique";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122245";"La Corée devrait investir quelques 2 milliards d'euros dans la recherche fondamentale d'ici à 2010";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122247";"La Corée devrait bientôt sélectionner l'emplacement pour sa deuxième base de recherche en Antarctique";"4";"1";"0.125000";"1.000000";"1";"4";"1";"1";"1";"1"
"122250";"Inauguration d'une nouvelle ère en matière de super-ordinateurs intégrés en Corée";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"122254";"Développement de cellules polymères photovoltaïques ultra-efficaces par une équipe américano-coréenne";"4";"1";"0.125000";"1.000000";"1";"4";"1";"1";"1";"1"
"122262";"Découverte des structures de la protéine de transmission des signaux de stress";"1";"1";"0.500000";"1.000000";"1";"1";"1";"1";"1";"1"
"122268";"Construction de la plus grosse centrale à énergie solaire coréenne dans la province de Jeolla dans le sud du pays";"4";"1";"0.125000";"1.000000";"1";"4";"1";"1";"1";"1"
"122326";"\"Istanbul Design Week 2007\", Istanbul, 4-10 septembre 2007";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122331";"Une horloge circadienne dans les antennes de papillons";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122337";"Regroupement de compétences autour de la thermoélectricité";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122343";"ICARE, un institut qui mêle propulsion, énergie et environnement";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122369";"Des chercheurs norvégiens aident les peuples indigènes dans leur lutte pour l'existence";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122389";"Une seringue qui libère des liquides à l'attolitre près ";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122391";"Un tandem de cellules solaire améliore le rendement photovoltaïque";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122393";"Les ARN, régulateurs de l'activité génétique à distance";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122395";"Le professeur Rivest du MIT remporte le prix Marconi 2007";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"122397";"Le Massachusetts détaille la \"$1 billion life sciences initiative\"";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122406";"Emploi des informaticiens aux Etats-Unis : tensions à venir";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"122408";"Du Gbit/s sans fil à Georgia Tech";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"122410";"Difficulté pour trouver un consensus sur le vote électronique";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"122417";"Nouvelles prévisions des pics de pollution";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122419";"Nouveau programme galicien de surveillance des incendies";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122441";"Inauguration du premier registre européen des lignées de cellules souches embryonnaires à Barcelone";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122452";"Création d'un catalyseur permettant d'obtenir un biodiesel plus propre";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122456";"Une avancée dans le décryptage de la phase initiale de l'interférence ARN";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122458";"Savoir-faire autrichien : le parlement du Land de Brandenburg (All) se libère de la paperasse";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122474";"Une étude chilienne élue \"Publication de l'Année\" par la revue The Lancet";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122480";"Le vol de l'Argentavis";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122484";"La Commission pour l'Energie Nucléaire au Chili rendra un rapport préliminaire à la fin de l'année";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122488";"Eolian : première voiture solaire en Amérique Latine";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122494";"37ème réunion régionale \"Sciences et Technologie\"";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122496";"Une coopération en route vers le pôle Nord";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122500";"Un \"Polynya\" à découvert";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122508";"Première accréditation de test in vitro pour un système reproduisant la structure d'un tissu humain complexe";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122514";"Le projet de moteur de recherche allemand THESEUS est lancé";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122516";"Le PDG de Vattenfall Europe donne sa démission";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122520";"L'institut Fraunhofer de physique du Bâtiment devient membre de l'association pour la recherche sur l'énergie solaire";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122530";"Une équipe de chercheurs contribue à démasquer les mystères de la matière noire de l'Univers en intégrant le projet international XENON";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122536";"Un nouveau modèle de détecteur de mensonge";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122546";"Le plus important herbier du Portugal lance sa version virtuelle en ligne";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122550";"Des travaux dans le domaine de la \"Music Medicine\" permettent l'étude des effets de la ménopause";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122556";"De nouveaux adhésifs chirurgicaux pourraient se substituer aux points de suture";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122570";"L'Institut Mann a ouvert au Technion";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"122593";"Compléments nutritionnels : Dielen laboratoires recherche un partenaire";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"122607";"Un supercalculateur à la demande";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"122611";"Problèmes de santé sensibles aux Etats-Unis et interférences de l'exécutif";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122615";"Le FBI lève le voile sur certains de ses outils de Data-Mining";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"122617";"Le America Competes Act bientôt une loi ? ";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"122623";"Failles de sécurité au Department of Homeland Security";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"122626";"Des particules qui changent de couleur sous champ magnétique";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122628";"Des nanobulles associées aux ultrasons pour le traitement du cancer";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122655";"Knowledge@SMU : un nouveau journal d'économie online";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122700";"L'IIT-Bombay va offrir la possibilité à ses étudiants de choisir des enseignements en dehors de leur spécialité";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122717";"Le Brésil à la 15ème place des pays publiant le plus grand nombre d'articles scientifiques";"1";"1";"0.500000";"1.000000";"1";"1";"1";"1";"1";"1"
"122722";"Voyage au centre de la \"Terre verte\"";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122726";"Un nouveau projet de recherche pour mesurer le confort des bureaux et améliorer l'efficacité au travail";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122730";"Un changement climatique ne vient jamais seul";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122732";"Textiles techniques : politique, mesures de soutien, recherche, innovations";"1";"1";"0.500000";"1.000000";"1";"1";"1";"1";"1";"1"
"122740";"Pannes nucléaires : Vattenfall fait le ménage dans sa direction allemande";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122744";"Les femmes grimpent les échelons de l'université";"1";"1";"0.500000";"1.000000";"1";"1";"1";"1";"1";"1"
"122746";"Le Conseil national d'éthique allemand prend position sur l'utilisation des cellules souches embryonnaires humaines";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122754";"Berlin, la ville la plus demandée par les étudiants";"1";"1";"0.500000";"1.000000";"1";"1";"1";"1";"1";"1"
"122756";"Augmentation de la puissance du supercalculateur Altix 4700";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122765";"Une valve à spin en graphène";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"122771";"Un nanomédicament contre l'allergie";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122778";"Rapport sur la cyber sécurité du conseil national de la recherche";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"122784";"Les Etats-Unis se préparent à une cyber attaque";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"122789";"Le génome de l'anémone de mer ouvre de nouvelles perspectives sur les ancêtres communs des organismes multicellulaires";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122792";"Harvard met les bouchées doubles";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122797";"Des cerveaux de souris en haute définition";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"122802";"Prix de l'Académie Slovaque des Sciences 2007";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122805";"Mission archéologique slovaque sur l'île de Failaka, en coopération avec une équipe koweitienne";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122813";"Création d'un Centre national de RMN à Bratislava";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122817";"6ème conférence internationale \"Measurement 2007\" organisée par l'Académie Slovaque des Sciences";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122819";"Une piste pour passer l'éponge sur la leucémie ?";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122827";"Les mathématiques appliquées : une technologie clé pour l'Europe";"1";"1";"0.500000";"1.000000";"1";"1";"1";"1";"1";"1"
"122829";"Les chercheurs et ingénieurs allemands rémunérés en dessous de leurs compétences";"1";"1";"0.500000";"1.000000";"1";"1";"1";"1";"1";"1"
"122831";"L'académie Leopoldina rejoint l'Agence de moyens pour la recherche allemande (DFG)";"1";"1";"0.500000";"1.000000";"1";"1";"1";"1";"1";"1"
"122842";"Budget 2008 : davantage de moyens pour l'enseignement et la recherche";"1";"1";"0.500000";"1.000000";"1";"1";"1";"1";"1";"1"
"122852";"Les recherches en sciences de la vie à l'Institut de chimie slovène";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122858";"La Slovénie participe activement au projet géologique OneGeology";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122879";"Des fourmis spécialistes du \"bouche-trou\"";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122899";"Les TIC et l'enseignement à Taiwan";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122905";"800 millions de NT$ pour le développement d'une pile à combustible à hydrogène";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122910";"Séries de tests sur le satellite WINDS";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122918";"Une seule cellule souche cancéreuse peut être à l'origine d'un autre foyer de cancer";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122920";"Un supercalculateur dans un ordinateur de bureau";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"122928";"Le DARPA Urban Challenge devra compter avec le MIT";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"122930";"La fiabilité du vote électronique en question";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"122933";"Donation exceptionnelle de 150 millions de dollars au Centre du Cancer de UCSF : le choix se porte sur les recherches clinique et translationnelle ";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122935";"Des robots jouent au foot sur un grain de riz";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"122939";"Cybersecurité : nouvelles propositions de normes du NIST";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"122951";"Une nouvelle plate-forme renforcera la cohérence entre état fédéral et Länder";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"122973";"Les prémices d'une nouvelle thérapie anti-VIH";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"122977";"La société Helmholtz soutient la médecine moléculaire";"1";"1";"0.500000";"1.000000";"1";"1";"1";"1";"1";"1"
"122979";"L'université de Darmstadt, établissement pilote pour l'autonomie en Allemagne";"1";"1";"0.500000";"1.000000";"1";"1";"1";"1";"1";"1"
"123011";"Des scientifiques lient les éruptions volcaniques qui ont formé l'océan atlantique nord à d'anciens épisodes de réchauffement climatique";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"123013";"Des scientifiques danois publient dans \"Science\" un rapport sur la nucléation de nanoparticules d'or sur le dioxyde de Titane ";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"123015";"Des scientifiques danois cherchent à résoudre le puzzle du virus";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"123048";"Une synthèse bon marché de peroxydes utilisés comme initiateurs pour les polymères";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"123056";"Stabilisation des cathodes LiCoO2 utilisées dans les batteries";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"123073";"Propius 21 : l'Université de Tokyo ouvre ses portes aux entreprises étrangères";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"123078";"Une partie du code source des rovers de la NASA rendu public";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"123080";"Un spectromètre atomique sur une puce silicium";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"123082";"Un ordinateur au petaflop dès fin 2007 ?";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"123086";"Publication d'un rapport de mission intitulé \"La nanophotonique en Californie\"";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"123093";"Le Rubik's Cube dans tous ses états : comment couper court ?";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"123095";"Le Massachusetts structure son développement durable dans le secteur des biotechnologies";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"123098";"La NASA envoie le premier nano-composant dans l'espace orbital";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"123103";"IBM présente un nouveau système d'analyse de données en temps réel";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"123106";"Avec les pesticides, les rhizomes rient jaunes ";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"123110";"Appel à une mobilisation internationale pour la biologie synthétique ";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"123112";"Accord USC/ Abraxis Bioscience Inc. sur les biomarqueurs associés aux cancers colorectaux ";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"123124";"Mise en ligne des archives orales de l'INRA";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
